time,lon,lat,nv,precipitation,time_bnds
2023-05-01 00:00:00,-124.25,32.25,0,0.0050000004,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,32.25,1,0.0050000004,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,32.35,0,0.003,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,32.35,1,0.003,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,32.45,0,0.003,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,32.45,1,0.003,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,32.55,0,0.003,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,32.55,1,0.003,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,32.649998,0,0.003,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,32.649998,1,0.003,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,32.75,0,0.004,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,32.75,1,0.004,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,32.85,0,0.0050000004,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,32.85,1,0.0050000004,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,32.95,0,0.009000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,32.95,1,0.009000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,33.05,0,0.011000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,33.05,1,0.011000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,33.149998,0,0.016,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,33.149998,1,0.016,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,33.25,0,0.017,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,33.25,1,0.017,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,33.35,0,0.019000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,33.35,1,0.019000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,33.45,0,0.023000002,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,33.45,1,0.023000002,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,33.55,0,0.032,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,33.55,1,0.032,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,33.649998,0,0.033,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,33.649998,1,0.033,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,33.75,0,0.034,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,33.75,1,0.034,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,33.85,0,0.026,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,33.85,1,0.026,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,33.95,0,0.030000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,33.95,1,0.030000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,34.05,0,0.028,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,34.05,1,0.028,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,34.149998,0,0.035,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,34.149998,1,0.035,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,34.25,0,0.033,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,34.25,1,0.033,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,34.35,0,0.025,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,34.35,1,0.025,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,34.45,0,0.024,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,34.45,1,0.024,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,34.55,0,0.024,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,34.55,1,0.024,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,34.649998,0,0.023000002,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,34.649998,1,0.023000002,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,34.75,0,0.020000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,34.75,1,0.020000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,34.85,0,0.022000002,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,34.85,1,0.022000002,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,34.95,0,0.021000002,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,34.95,1,0.021000002,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,35.05,0,0.019000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,35.05,1,0.019000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,35.149998,0,0.017,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,35.149998,1,0.017,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,35.25,0,0.021000002,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,35.25,1,0.021000002,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,35.35,0,0.019000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,35.35,1,0.019000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,35.45,0,0.025,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,35.45,1,0.025,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,35.55,0,0.024,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,35.55,1,0.024,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,35.649998,0,0.023000002,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,35.649998,1,0.023000002,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,35.75,0,0.017,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,35.75,1,0.017,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,35.85,0,0.016,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,35.85,1,0.016,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,35.95,0,0.012,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,35.95,1,0.012,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,36.05,0,0.011000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,36.05,1,0.011000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,36.149998,0,0.013,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,36.149998,1,0.013,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,36.25,0,0.015000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,36.25,1,0.015000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,36.35,0,0.012,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,36.35,1,0.012,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,36.45,0,0.009000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,36.45,1,0.009000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,36.55,0,0.007,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,36.55,1,0.007,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,36.649998,0,0.006,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,36.649998,1,0.006,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,36.75,0,0.009000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,36.75,1,0.009000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,36.85,0,0.012,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,36.85,1,0.012,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,36.95,0,0.016,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,36.95,1,0.016,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,37.05,0,0.018000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,37.05,1,0.018000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,37.149998,0,0.025,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,37.149998,1,0.025,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,37.25,0,0.025,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,37.25,1,0.025,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,37.35,0,0.024,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,37.35,1,0.024,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,37.45,0,0.021000002,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,37.45,1,0.021000002,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,37.55,0,0.019000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,37.55,1,0.019000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,37.649998,0,0.017,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,37.649998,1,0.017,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,37.75,0,0.014,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,37.75,1,0.014,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,37.85,0,0.013,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,37.85,1,0.013,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,37.95,0,0.011000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,37.95,1,0.011000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,38.05,0,0.012,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,38.05,1,0.012,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,38.149998,0,0.014,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,38.149998,1,0.014,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,38.25,0,0.013,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,38.25,1,0.013,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,38.35,0,0.014,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,38.35,1,0.014,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,38.45,0,0.020000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,38.45,1,0.020000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,38.55,0,0.025,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,38.55,1,0.025,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,38.649998,0,0.019000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,38.649998,1,0.019000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,38.75,0,0.015000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,38.75,1,0.015000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,38.85,0,0.016,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,38.85,1,0.016,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,38.95,0,0.014,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,38.95,1,0.014,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,39.05,0,0.012,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,39.05,1,0.012,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,39.149998,0,0.011000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,39.149998,1,0.011000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,39.25,0,0.011000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,39.25,1,0.011000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,39.35,0,0.012,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,39.35,1,0.012,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,39.45,0,0.015000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,39.45,1,0.015000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,39.55,0,0.019000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,39.55,1,0.019000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,39.649998,0,0.026,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,39.649998,1,0.026,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,39.75,0,0.018000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,39.75,1,0.018000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,39.85,0,0.016,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,39.85,1,0.016,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,39.95,0,0.022000002,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,39.95,1,0.022000002,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,40.05,0,0.049000002,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,40.05,1,0.049000002,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,40.149998,0,0.083000004,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,40.149998,1,0.083000004,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,40.25,0,0.080000006,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,40.25,1,0.080000006,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,40.35,0,0.076000005,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,40.35,1,0.076000005,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,40.45,0,0.08400001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,40.45,1,0.08400001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,40.55,0,0.102000006,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,40.55,1,0.102000006,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,40.649998,0,0.074,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,40.649998,1,0.074,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,40.75,0,0.12100001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,40.75,1,0.12100001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,40.85,0,0.061000004,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,40.85,1,0.061000004,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,40.95,0,0.080000006,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,40.95,1,0.080000006,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,41.05,0,0.07700001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,41.05,1,0.07700001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,41.149998,0,0.069000006,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,41.149998,1,0.069000006,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,41.25,0,0.063,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,41.25,1,0.063,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,41.35,0,0.067,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,41.35,1,0.067,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,41.45,0,0.091000006,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,41.45,1,0.091000006,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,41.55,0,0.096,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,41.55,1,0.096,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,41.649998,0,0.069000006,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,41.649998,1,0.069000006,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,41.75,0,0.063,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,41.75,1,0.063,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.25,41.85,0,0.113000005,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,41.85,1,0.113000005,2023-06-01 00:00:00
